2,수고하셨습니다!!!
3,자랑스럽다 인간대표 이세돌
4,아직 알파고가 완벽하지 않군요. 그리고 바둑의 미래도 아직 남아있네요. 수고했습니다 이세돌 9단!
5,5국 진짜 기대된다...
6,뇌1개가 1200개의 cpu를 이기네 ㅠㅠㅠㅠㅠ자랑스럽다
7,와 진짜 우승은 못했지만 마지막에 소름돋았다...
8,올림픽에서 우리나라가 이긴느낌이 드냐...축하합니다!!!!!
9,왜 이리 기쁜지요.. 이세돌 9단 혼자만의 바둑이 아니었기 때문인것 같아서요.
10,대단하다 자랑스럽다.
11,구글측에서 1국~5국 프로그램 조작없이 진행한다 했구만 난이도 드립은 뭐여 ㅋㅋㅋ
12,세돌님 정말로 수고하셨습니다. 정말 멋있네요
13,진짜 멋지다는 말밖에 할말이없다 최고다
14,실수건 변칙이건 이세돌이 이긴건틀림없다수고하셨습니다 인간챔피언
15,수고하셨어요!!!!!!!!!!!!!!!! 너무나값진승리ㅜㅜㅜㅜㅜ
16,와우!! 대박이다. 알파고가 다 이길줄 알았는데.. 이세돌 멋져요!
17,이것은 인류의승리다
18,대단하고 또 대단하다 이세돌!!
19,갓세돌 대단해요 역시
20,와....알파고 돌던질때 진짜 울컥했다....
21,절대못이긴다던 전문가들 다나와서 갓세돌님께 대가리박고사죄해라ㅡㅡ
22,구글이 졌다. 3판을 이겨서 이긴게 아니라.구글이 졌다. 컴퓨터 1200대를 이긴 인간이 나왔어
23,뭘 봐주긴 봐줘ㅋㅋㅋㅋㅋㅋ 유럽에서 할때 인정사정 없이 5:0으로 완승했는데..이세돌이 대단한거다 진짜
24,내일 국내 전 언론사 1면에 실릴 뉴스네요
25,바둑중계를 끝까지 보게될줄은 몰랐다... 대단하다 이세돌!!!
26,알파고는 그렇게 중고나라로 . . .
27,진짜 인간이 기계에게 진게 한두번은 아니지만 괜히 울컥하면서 가슴이 뜨거워지는 싸움이었다. 진정한 프로의 모습을 보여준 이세돌9단이 너무나 존경스럽고 자랑스럽다!
28,당신과 같은 나라에 산다는것이...자랑스럽습니다.수고하셨어요~~~
29,알파고는 이세돌을 비롯한 수많은 기사들의 대국기록을 가지고있다. 알파고의 정보를 공개해 대한민국 개발자들이 정보를 이세돌에게 제공했으면 이세돌의 압승이었을듯. 공정하지못한 시합을 이긴게 대단하고 기적임
